X,system
12.199999999999962,-7.642334714094243
12.299999999999962,-8.015259170713286
12.399999999999961,-8.398079533111297
12.499999999999961,-8.790787096415844
12.59999999999996,-9.201752727493115
12.69999999999996,-9.61643782952299
12.79999999999996,-10.041732195654598
12.89999999999996,-10.46723048381855
12.99999999999996,-10.910453854382496
13.099999999999959,-11.374389593664839
13.199999999999958,-11.840802071956409
13.299999999999958,-12.317929009147836
13.399999999999958,-12.791073762032077
13.499999999999957,-13.284247047752578
13.599999999999957,-13.80468483248981
13.699999999999957,-14.308124973535525
13.799999999999956,-14.833814641877089
13.899999999999956,-15.38742846001998
13.999999999999956,-15.918070862657173
14.099999999999955,-16.49102724895935
14.199999999999955,-17.06385187918491
14.299999999999955,-17.620350841982823
14.399999999999954,-18.209046003093935
14.499999999999954,-18.8302636965671
14.599999999999953,-19.414723419877276
14.699999999999953,-20.034328987812973
14.799999999999953,-20.66465011434354
14.899999999999952,-21.306857249037996
14.999999999999952,-21.952347776848278
15.099999999999952,-22.643496564059127
15.199999999999951,-23.31438762198816
15.299999999999951,-24.0018828257072
15.39999999999995,-24.68929532126841
15.49999999999995,-25.39675974112175
15.59999999999995,-26.111484036573557
15.69999999999995,-26.795017431062174
15.79999999999995,-27.520297266310273
15.899999999999949,-28.312498230595306
15.999999999999948,-29.066951747733896
16.099999999999948,-29.83076717463707
16.19999999999995,-30.604739037968205
16.29999999999995,-31.38885540185097
16.399999999999952,-32.18307931380465
16.499999999999954,-32.98741924720783
16.599999999999955,-33.801850594490986
16.699999999999957,-34.62635713995273
16.799999999999958,-35.46076074888569
16.89999999999996,-36.30526562363692
16.99999999999996,-37.15975065910123
17.099999999999962,-38.02441891137415
17.199999999999964,-38.898909664492656
17.299999999999965,-39.78334267556094
17.399999999999967,-40.67769809312349
17.499999999999968,-41.58195670263867
17.59999999999997,-42.496100210744366
17.69999999999997,-43.42011157385801
17.799999999999972,-44.35397537543056
17.899999999999974,-45.29668279614522
17.999999999999975,-46.24980476389452
18.099999999999977,-47.212609136018315
18.199999999999978,-48.18505416327845
18.29999999999998,-49.16868979156894
18.39999999999998,-50.16068138223198
18.499999999999982,-51.16409540957299
18.599999999999984,-52.17586049110003
18.699999999999985,-53.197306993264064
18.799999999999986,-54.22843062116534
18.899999999999988,-55.26923198729165
18.99999999999999,-56.3168462439764
19.09999999999999,-57.37601753365164
19.199999999999992,-58.4445968990319
19.299999999999994,-59.52253313866013
19.399999999999995,-60.6135905353465
19.499999999999996,-61.71140646366498
19.599999999999998,-62.818799237887134
19.7,-63.935795201409356
19.8,-65.05656568278997
19.900000000000002,-66.18522015543903
20.000000000000004,-67.32758618075232
20.100000000000005,-68.48632642605303
20.200000000000006,-69.64903103616254
20.300000000000008,-70.81346050807626
20.40000000000001,-71.99224901360581
20.50000000000001,-73.18840343878358
20.600000000000012,-74.38777782938055
20.700000000000014,-75.58605266743172
20.800000000000015,-76.80989352726738
20.900000000000016,-78.03650211116528
21.000000000000018,-79.25923612509594
21.10000000000002,-80.51287808275947
21.20000000000002,-81.75264699428115
21.300000000000022,-83.03720769599936
21.400000000000023,-84.30696699343291
21.500000000000025,-85.57356505692387
21.600000000000026,-86.86194395513746
21.700000000000028,-88.1585818803242
21.80000000000003,-89.48007470786929
21.90000000000003,-90.77909752900877
22.000000000000032,-92.10227581904195
22.100000000000033,-93.45357441299927
22.200000000000035,-94.79488378032352
22.300000000000036,-96.12445524470924
22.400000000000038,-97.48307343823232
22.50000000000004,-98.83052945578132
22.60000000000004,-100.22725914712751
22.700000000000042,-101.60950543350916
22.800000000000043,-102.9999416528607
22.900000000000045,-104.39868751415592
23.000000000000046,-105.80570379495107
23.100000000000048,-107.22095191445182
23.20000000000005,-108.64430458355973
23.30000000000005,-110.07581897892351
23.400000000000052,-111.51540282050955
23.500000000000053,-112.99145673002123
23.600000000000055,-114.45091142585409
23.700000000000056,-115.91873826063888
23.800000000000058,-117.39492423058441
23.90000000000006,-118.8794572502399
24.00000000000006,-120.37232617714096
24.100000000000062,-121.87352083977444
24.200000000000063,-123.38374681303164
24.300000000000065,-124.90184577170957
24.400000000000066,-126.38792736597763
24.500000000000068,-127.91734115422759
24.60000000000007,-129.4545058882473
24.70000000000007,-130.99937163398957
24.80000000000007,-132.55188668964715
24.900000000000073,-134.11199747740437
25.000000000000075,-135.67964842926045
25.100000000000076,-137.30412868866821
25.200000000000077,-138.8934491604565
25.30000000000008,-140.48830665949893
25.40000000000008,-142.09332617712715
25.50000000000008,-143.70644486282558
25.600000000000083,-145.32767489225094
25.700000000000085,-146.8989116722253
25.800000000000086,-148.52827861665676
25.900000000000087,-150.16477409565795
26.00000000000009,-151.80830465204878
26.10000000000009,-153.46310836041164
26.20000000000009,-155.18649092917667
26.300000000000093,-156.86115641907972
26.400000000000095,-158.54390684468373
26.500000000000096,-160.23479726443492
26.600000000000097,-161.93389309042712
26.7000000000001,-163.56313770713786
26.8000000000001,-165.2673510500364
26.9000000000001,-166.97037103807799
27.000000000000103,-168.68641257577139
27.100000000000104,-170.49591078608128
27.200000000000106,-172.23776248746933
27.300000000000107,-173.9875052088684
27.40000000000011,-175.656466600785
27.50000000000011,-177.4195212572186
27.60000000000011,-179.17981657583348
27.700000000000113,-181.0409848537691
27.800000000000114,-182.82932267037611
27.900000000000116,-184.62610679597955
28.000000000000117,-186.31133156903945
28.10000000000012,-188.10424020673221
28.20000000000012,-190.0063742202414
28.30000000000012,-191.82825459891478
28.400000000000123,-193.67609770915743
28.500000000000124,-195.39368786189803
28.600000000000126,-197.22257884163207
28.700000000000127,-199.16913856357465
28.80000000000013,-200.90982484617706
28.90000000000013,-202.7546887840558
29.00000000000013,-204.75794872408954
29.100000000000133,-206.6433299235921
29.200000000000134,-208.36647841926242
29.300000000000136,-210.37912119265562
29.400000000000137,-212.14046662603775
29.50000000000014,-214.19034451428217
29.60000000000014,-215.94698198885834
29.70000000000014,-217.984095818134
29.800000000000143,-219.7952887083441
29.900000000000144,-221.86380955174778
30.000000000000146,-223.61533288250362
30.100000000000147,-225.5898422668794
30.20000000000015,-227.65397683171565
30.30000000000015,-229.6347962802292
30.40000000000015,-231.5601650905772
30.500000000000153,-233.56290963905155
30.600000000000154,-235.53698962003367
30.700000000000156,-237.30942037099354
30.800000000000157,-239.46253666977802
30.90000000000016,-241.27461745694558
31.00000000000016,-243.48941392769592
31.10000000000016,-245.46108910443465
31.200000000000163,-247.5140202045751
31.300000000000164,-249.4836356109705
31.400000000000166,-251.3602295180781
31.500000000000167,-253.58356056403963
31.60000000000017,-255.37057384851914
31.70000000000017,-257.66590967545204
31.80000000000017,-259.71503309572364
31.900000000000173,-261.7712788225782
32.00000000000017,-263.8340186110726
32.10000000000017,-265.90052950439963
32.20000000000017,-267.9731906627187
32.300000000000175,-270.0519833515306
32.400000000000176,-272.1368903067124
32.50000000000018,-274.22789578218226
32.60000000000018,-276.32498559806004
32.70000000000018,-278.4280326645369
32.80000000000018,-280.53717175416404
32.90000000000018,-282.6523227227752
33.000000000000185,-284.77346655223545
33.100000000000186,-286.9005842880135
33.20000000000019,-289.03365700078217
33.30000000000019,-291.17266574617344
33.40000000000019,-293.31759152264266
33.50000000000019,-295.46784896827245
33.60000000000019,-297.6243806674458
33.700000000000195,-299.7867350714186
33.800000000000196,-301.9548874375495
33.9000000000002,-304.12881235625247
34.0000000000002,-306.3084836894664
34.1000000000002,-308.4938745069806
34.2000000000002,-310.6864921479592
34.3000000000002,-312.8836463065281
34.400000000000205,-315.0865192538236
34.500000000000206,-317.29509376050305
34.60000000000021,-319.5093529941736
34.70000000000021,-321.72928055873643
34.80000000000021,-323.95486053675177
34.90000000000021,-326.1860775349422
35.00000000000021,-328.42291673295335
35.100000000000215,-330.66536393550865
35.200000000000216,-332.9134056280861
35.30000000000022,-335.1670290362466
35.40000000000022,-337.42622218875556
35.50000000000022,-339.6909739846349
35.60000000000022,-341.96127426428745
35.70000000000022,-344.2319581532539
35.800000000000225,-346.51234497271616
35.900000000000226,-348.7980989880641
36.00000000000023,-351.0891940058844
36.10000000000023,-353.3856030405519
36.20000000000023,-355.6872982383902
36.30000000000023,-357.9942507964308
36.40000000000023,-360.3064308754807
36.500000000000234,-362.62980092873227
36.600000000000236,-364.9530694828853
36.70000000000024,-367.28153925055517
36.80000000000024,-369.61518042372717
36.90000000000024,-371.95396189372855
37.00000000000024,-374.3087928166482
37.10000000000024,-376.6595808551581
37.200000000000244,-379.0156706604523
37.300000000000246,-381.3770572672216
37.40000000000025,-383.7437371254325
37.50000000000025,-386.11570822954224
37.60000000000025,-388.4929702580755
37.70000000000025,-390.8755247242594
37.80000000000025,-393.26337513840343
37.900000000000254,-395.65652718277613
38.000000000000256,-398.0385615967814
38.10000000000026,-400.4397051224392
38.20000000000026,-402.8458068821076
38.30000000000026,-405.25683637603316
38.40000000000026,-407.6727612771049
38.50000000000026,-410.0935472240526
38.600000000000264,-412.5191575959726
38.700000000000266,-414.94955326675625
38.80000000000027,-417.4060294654376
38.90000000000027,-419.8493007726497
39.00000000000027,-422.297719383229
39.10000000000027,-424.7512975809742
39.20000000000027,-427.2100509458499
39.300000000000274,-429.67399869918535
39.400000000000276,-432.1431640819932
39.50000000000028,-434.590076959377
39.60000000000028,-437.0652698682857
39.70000000000028,-439.5451094038758
39.80000000000028,-442.00752116913856
39.90000000000028,-444.49466234296534
40.000000000000284,-446.98616740538984
40.100000000000286,-449.51643568429415
40.20000000000029,-452.02223827684105
40.30000000000029,-454.53306932677145
40.40000000000029,-457.04896370473034
40.50000000000029,-459.56996337178424
40.60000000000029,-462.0549604487805
40.700000000000294,-464.5791862796853
40.800000000000296,-467.10754754712065
40.9000000000003,-469.63995437412854
41.0000000000003,-472.2220981035797
41.1000000000003,-474.7705603982388
41.2000000000003,-477.3241230861814
41.3000000000003,-479.83648578564384
41.400000000000304,-482.39170776860965
41.500000000000306,-484.95074765421344
41.60000000000031,-487.5634902419519
41.70000000000031,-490.13964176606765
41.80000000000031,-492.72099559609944
41.90000000000031,-495.250393247616
42.00000000000031,-497.830769621584
42.100000000000314,-500.4716936707346
42.200000000000315,-503.0709039032666
42.30000000000032,-505.61603217502295
42.40000000000032,-508.21292537999636
42.50000000000032,-510.87730918208905
42.60000000000032,-513.5390240950144
42.70000000000032,-516.0930008959174
42.800000000000324,-518.7760831425928
42.900000000000325,-521.4110975896265
43.00000000000033,-523.970577745127
43.10000000000033,-526.6776034374458
43.20000000000033,-529.2473620575414
43.30000000000033,-531.964575664653
43.40000000000033,-534.5386462722475
43.500000000000334,-537.2722007824171
43.600000000000335,-539.9262439157378
43.70000000000034,-542.509137842495
43.80000000000034,-545.1770263872328
43.90000000000034,-547.8475594292025
44.00000000000034,-550.5207084824045
44.10000000000034,-553.1962344165445
44.200000000000344,-555.975575356459
44.300000000000345,-558.6617568391807
44.40000000000035,-561.3559752227087
44.50000000000035,-563.9561725859668
44.60000000000035,-566.6546822185295
44.70000000000035,-569.4616215066502
44.80000000000035,-572.0686704359146
44.900000000000354,-574.8875107299519
45.000000000000355,-577.4277915188117
45.10000000000036,-580.2553477135941
45.20000000000036,-582.9774471311118
45.30000000000036,-585.703936225381
45.40000000000036,-588.4336001601088
45.50000000000036,-591.167181134209
45.600000000000364,-593.9046624079358
45.700000000000365,-596.6460275769306
45.80000000000037,-599.3912605747319
45.90000000000037,-602.140345675038
46.00000000000037,-604.8932674937367
46.10000000000037,-607.6500109906676
46.20000000000037,-610.4105614711315
46.300000000000374,-613.1746189432536
46.400000000000375,-615.9426112256789
46.50000000000038,-618.7143280105338
46.60000000000038,-621.4897479796166
46.70000000000038,-624.2688493242273
46.80000000000038,-627.0516097166582
46.90000000000038,-629.8380062808781
47.000000000000384,-632.7277308754227
47.100000000000385,-635.5278207032317
47.20000000000039,-638.3318513905873
47.30000000000039,-641.1398168290798
47.40000000000039,-643.9517110566518
47.50000000000039,-646.7675282552285
47.60000000000039,-649.5872627484423
47.700000000000394,-652.4109089994447
47.800000000000395,-655.2384616088282
47.9000000000004,-658.0699153126542
48.0000000000004,-660.9052649806122
48.1000000000004,-663.7445056143126
48.2000000000004,-666.5876323457112
48.3000000000004,-669.434640435711
48.400000000000404,-672.2887239168236
48.500000000000405,-675.1440568735741
48.600000000000406,-678.0033402265768
48.70000000000041,-680.7366140608566
48.80000000000041,-683.5953872992625
48.90000000000041,-686.4576350667719
49.00000000000041,-689.3233390473375
49.10000000000041,-692.1924806924424
49.200000000000415,-695.065041215142
49.300000000000416,-697.9410015840123
49.40000000000042,-700.8203425170203
49.50000000000042,-703.703044475289
49.60000000000042,-706.5890876567562
49.70000000000042,-709.478451989731
49.80000000000042,-712.3711171263185
49.900000000000425,-715.2670624357206
50.000000000000426,-718.1662669973996
50.10000000000043,-721.0687095940901
50.20000000000043,-724.1406316785951
50.30000000000043,-727.0603435649449
50.40000000000043,-729.9838735943849
50.50000000000043,-732.9010744851681
50.600000000000435,-735.8309482434238
50.700000000000436,-738.7645339960233
50.80000000000044,-741.7018347694888
50.90000000000044,-744.6428541433811
51.00000000000044,-747.5875962653597
51.10000000000044,-750.5360658665466
51.20000000000044,-753.488268277173
51.300000000000445,-756.4442094425514
51.400000000000446,-759.2106766969652
51.50000000000045,-762.1612237391524
51.60000000000045,-765.1147421163905
51.70000000000045,-768.0711963998258
51.80000000000045,-771.0305496440033
51.90000000000045,-773.992763304973
52.000000000000455,-776.9577971547917
52.100000000000456,-779.9256091922605
52.20000000000046,-782.9144150731878
52.30000000000046,-785.8897844867621
52.40000000000046,-789.0818649026589
52.50000000000046,-792.0775975836982
52.60000000000046,-795.077055005443
52.700000000000465,-798.0802583294076
52.800000000000466,-801.0872306361149
52.90000000000047,-804.0979970313127
53.00000000000047,-807.1125847574758
53.10000000000047,-810.1310233108397
53.20000000000047,-813.1533445641976
53.30000000000047,-815.9419924023194
53.400000000000475,-818.9553825904661
53.500000000000476,-821.9716635348094
53.60000000000048,-824.990811062952
53.70000000000048,-827.9828538553238
53.80000000000048,-831.0043297354422
53.90000000000048,-834.0282666271764
54.00000000000048,-837.054608996012
54.100000000000485,-840.3455613832973
54.200000000000486,-843.3956694596435
54.30000000000049,-846.4493000351913
54.40000000000049,-849.5064670551349
54.50000000000049,-852.5671855938966
54.60000000000049,-855.6314719006134
54.70000000000049,-858.6993434462605
54.800000000000495,-861.4858586974423
54.900000000000496,-864.581041320956
55.0000000000005,-867.6413867657222
55.1000000000005,-870.704243218925
55.2000000000005,-873.7695701238001
55.3000000000005,-876.8373252809191
55.4000000000005,-880.2093852508016
55.500000000000504,-883.3054137628587
55.600000000000506,-886.4054601473226
55.70000000000051,-889.5095934981742
55.80000000000051,-892.6178884795211
55.90000000000051,-895.6765260329839
56.00000000000051,-898.4532877513983
56.10000000000051,-901.5410155421853
56.200000000000514,-904.6305474603528
56.300000000000516,-907.7217836375108
56.40000000000052,-911.1428831176531
56.50000000000052,-914.2646314770392
56.60000000000052,-917.3899092254406
56.70000000000052,-920.5825971760526
56.80000000000052,-923.7224144511969
56.900000000000524,-926.5052946719678
57.000000000000526,-929.6229141233304
57.10000000000053,-932.7426460360612
57.20000000000053,-935.8644292111074
57.30000000000053,-939.3662006306915
57.40000000000053,-942.4502273291963
57.50000000000053,-945.6052778219802
57.600000000000534,-948.3916923561856
57.700000000000536,-951.5201456692273
57.80000000000054,-954.649563823282
57.90000000000054,-957.8570347380216
58.00000000000054,-961.408714206404
58.10000000000054,-964.5897512493007
58.20000000000054,-967.7757380787973
58.300000000000544,-970.54205255044
58.400000000000546,-973.6115310033031
58.50000000000055,-977.1639497503729
58.60000000000055,-980.3508721856247
58.70000000000055,-983.5417834844649
58.80000000000055,-986.2993214515058
58.90000000000055,-989.554011381764
59.000000000000554,-993.1542823631332
59.100000000000556,-996.368992884697
59.20000000000056,-999.0555099077112
59.30000000000056,-1002.2199651642289
59.40000000000056,-1005.8280937165357
59.50000000000056,-1009.04183683939
59.60000000000056,-1011.9153525381156
59.700000000000564,-1015.1008280126605
59.800000000000566,-1018.7691928005671
59.90000000000057,-1021.4351864765907
60.00000000000057,-1024.6120803956665
60.10000000000057,-1028.3957264781657
60.20000000000057,-1031.1768981291402
60.30000000000057,-1034.3767417235144
60.400000000000574,-1037.9613398666768
60.500000000000576,-1040.6976307860198
60.60000000000058,-1044.5255002804436
60.70000000000058,-1047.2961885900602
60.80000000000058,-1050.8642143499974
60.90000000000058,-1053.7475541531444
61.00000000000058,-1057.4790391019462
61.100000000000584,-1060.089324122466
61.200000000000585,-1063.9698711817541
61.30000000000059,-1066.700289883971
61.40000000000059,-1069.8141936347668
61.50000000000059,-1073.734115129152
61.60000000000059,-1076.8320642384078
61.70000000000059,-1080.230399313549
61.800000000000594,-1082.8053362810147
61.900000000000595,-1086.221710794131
62.0000000000006,-1090.017799545858
62.1000000000006,-1093.1426907728235
62.2000000000006,-1096.4292366140514
62.3000000000006,-1099.287928475716
62.4000000000006,-1103.1339807265883
62.500000000000604,-1106.4047337315549
62.600000000000605,-1109.518317194376
62.70000000000061,-1112.8007305743533
62.80000000000061,-1115.6764629839847
62.90000000000061,-1118.960358379107
63.00000000000061,-1122.8363118350085
63.10000000000061,-1125.951173429144
63.200000000000614,-1128.6440275204536
63.300000000000615,-1132.1236269907295
63.40000000000062,-1136.0342787032355
63.50000000000062,-1139.34024507774
63.60000000000062,-1142.6440466908261
63.70000000000062,-1145.7558955211293
63.80000000000062,-1149.266320998419
63.900000000000624,-1152.5807495520517
64.00000000000063,-1155.8988427890313
64.10000000000062,-1159.2149158614775
64.20000000000061,-1162.533385988341
64.30000000000061,-1165.8542474733858
64.4000000000006,-1169.1774949329774
64.5000000000006,-1172.5031232999531
64.60000000000059,-1175.8311278275282
64.70000000000059,-1179.161504093194
64.80000000000058,-1182.4942480026552
64.90000000000057,-1185.8293557937607
65.00000000000057,-1189.1668240404765
65.10000000000056,-1192.5066496568556
65.20000000000056,-1195.848829901022
65.30000000000055,-1199.193362379197
65.40000000000055,-1202.5398324261416
65.50000000000054,-1205.888929465295
65.60000000000053,-1209.2403428793273
65.70000000000053,-1212.5940671513565
65.80000000000052,-1215.9500967759773
65.90000000000052,-1219.308426255173
66.00000000000051,-1222.6690500941838
66.1000000000005,-1226.0319627972601
66.2000000000005,-1229.3971588633653
66.3000000000005,-1232.7646327817743
66.40000000000049,-1236.1343790276205
66.50000000000048,-1239.5063920573227
66.60000000000048,-1242.8806663039697
66.70000000000047,-1246.2571961725819
66.80000000000047,-1249.6359760353366
66.90000000000046,-1253.0155578374804
67.00000000000045,-1256.3986078136895
67.10000000000045,-1259.7838676842769
67.20000000000044,-1263.1713300040508
67.30000000000044,-1266.5609872082057
67.40000000000043,-1269.9528316065037
67.50000000000043,-1273.346855377375
67.60000000000042,-1276.7430505619316
67.70000000000041,-1280.1414090578821
67.80000000000041,-1283.5419226133754
67.9000000000004,-1286.9445828207358
68.0000000000004,-1290.3493811101216
68.10000000000039,-1293.7563087430765
68.20000000000039,-1297.1653568060012
68.30000000000038,-1300.5765162035382
68.40000000000038,-1303.9951638344846
68.50000000000037,-1307.411194926095
68.60000000000036,-1310.829377132596
68.70000000000036,-1314.249705845492
68.80000000000035,-1317.6721765353211
68.90000000000035,-1321.0967847553209
69.00000000000034,-1324.5235261452715
69.10000000000034,-1327.952396435418
69.20000000000033,-1331.3833914506147
69.30000000000032,-1334.816507114548
69.40000000000032,-1338.251739454134
69.50000000000031,-1341.6890846040756
69.6000000000003,-1345.1285388115564
69.7000000000003,-1348.570098441105
69.8000000000003,-1352.0137599795996
69.90000000000029,-1355.459520041463
70.00000000000028,-1358.9073753739815
70.10000000000028,-1362.35732286284
70.20000000000027,-1365.809359537779
70.30000000000027,-1369.2634825784646
70.40000000000026,-1372.719689320506
70.50000000000026,-1376.1779772616615
70.60000000000025,-1379.6383440682368
70.70000000000024,-1383.1007875816438
70.80000000000024,-1386.5653058251714
70.90000000000023,-1390.0318970109333
71.00000000000023,-1393.5005595470045
71.10000000000022,-1396.971292044777
71.20000000000022,-1400.4440933264884
71.30000000000021,-1403.902797324281
71.4000000000002,-1407.3782427915053
71.5000000000002,-1410.8556386411137
71.6000000000002,-1414.3349771362273
71.70000000000019,-1417.816250405458
71.80000000000018,-1421.2994504363078
71.90000000000018,-1424.7845690683694
72.00000000000017,-1428.2715979862546
72.10000000000016,-1431.7605287123174
72.20000000000016,-1435.2513525990935
72.30000000000015,-1438.7440608215018
72.40000000000015,-1442.2386443687785
72.50000000000014,-1445.735094036151
72.60000000000014,-1449.2334004162094
72.70000000000013,-1452.7335538900295
72.80000000000013,-1456.2355446179693
72.90000000000012,-1459.739362530206
73.00000000000011,-1463.2619173009814
73.10000000000011,-1466.7703518846301
73.2000000000001,-1470.280628785333
73.3000000000001,-1473.7927385929704
73.40000000000009,-1477.306671657348
73.50000000000009,-1480.8224180773802
73.60000000000008,-1484.3399676899712
73.70000000000007,-1487.8593100584878
73.80000000000007,-1491.3804344609073
73.90000000000006,-1494.937338977575
74.00000000000006,-1498.4647334527924
74.10000000000005,-1501.9940685276497
74.20000000000005,-1505.5253438549482
74.30000000000004,-1509.0585593319195
74.40000000000003,-1512.593715111161
74.50000000000003,-1516.1308116120003
74.60000000000002,-1519.669849532311
74.70000000000002,-1523.210829860786
74.80000000000001,-1526.753753889695
74.9,-1530.2986232281153
75.0,-1533.8454398157012
75.1,-1537.3942059369438
75.19999999999999,-1540.9449242359842
