X,log5
1.0E-4,-2.5376879122808504
0.10010000000000001,-1.408551529273463
0.2001,-0.9948529546982228
0.30010000000000003,-0.7462945259587349
0.4001,-0.5681605302756417
0.5001,-0.43017449408528596
0.6001,-0.3171141334048558
0.7001,-0.22143178463431953
0.8000999999999999,-0.1385188560027113
0.9000999999999999,-0.06537378312540452
1.0001,6.211138150265881E-5
1.1001,0.05925674202590876
1.2001000000000002,0.11330553515756651
1.3001000000000003,0.16299857889072106
1.4001000000000003,0.20908001440456658
1.5001000000000004,0.2519358004377107
1.6001000000000005,0.2920518765369632
1.7001000000000006,0.32971154741726816
1.8001000000000007,0.36504465837484257
1.9001000000000008,0.39883971096678356
2.0001000000000007,0.43073104323159284
2.1001000000000007,0.461035287222865
2.200100000000001,0.4899284996890611
2.300100000000001,0.5175404535272393
2.400100000000001,0.5439796342061385
2.500100000000001,0.569324852464191
2.600100000000001,0.5936746942870152
2.7001000000000013,0.6171447804893153
2.8001000000000014,0.639757782220257
2.9001000000000015,0.6614789647648618
3.0001000000000015,0.6826150429165118
3.1001000000000016,0.7028874335462829
3.2001000000000017,0.7227323829186355
3.300100000000002,0.741839288107544
3.400100000000002,0.7603931791520819
3.500100000000002,0.778239355689533
3.600100000000002,0.7957275194036714
3.700100000000002,0.8127304233866384
3.8001000000000023,0.8295230831431089
3.9001000000000023,0.8456794130429509
4.000100000000002,0.8614155019565198
4.100100000000002,0.8767528726197873
4.200100000000002,0.8917204854445211
4.300100000000001,0.9063357487447671
4.400100000000001,0.9206143714195615
4.500100000000001,0.9345706674613238
4.6001,0.948226936555913
4.7001,0.9615866609506072
4.8001,0.9746666767120342
4.900099999999999,0.9874795883497972
5.000099999999999,1.0000124197394042
5.1000999999999985,1.0123084081356495
5.200099999999998,1.0243627450165422
5.300099999999998,1.0361831042341827
5.4000999999999975,1.047833257484323
5.500099999999997,1.059239972157996
5.600099999999997,1.0704466592246764
5.700099999999996,1.0813802636374499
5.800099999999996,1.0921682604314051
5.900099999999996,1.1028488171947874
6.000099999999995,1.1133046572924807
