X,logFunc
1.0E-4,-125.99279575466598
0.10010000000000001,-0.7729565344146447
0.2001,0.5923253855095384
0.30010000000000003,5.094106025628794
0.4001,10.710423073181708
0.5001,15.344592564413087
0.6001,18.750501258895554
0.7001,21.065712983494233
0.8000999999999999,22.47718127347605
0.9000999999999999,23.21705649452864
1.0001,23.428025596903936
1.1001,23.26176809570478
1.2001000000000002,22.79028559999459
1.3001000000000003,22.165952445297034
1.4001000000000003,21.35539155693119
1.5001000000000004,20.454513678561256
1.6001000000000005,19.482736471493524
1.7001000000000006,18.48018237122643
1.8001000000000007,17.49223933452557
1.9001000000000008,16.438070322971818
2.0001000000000007,15.44460206569591
2.1001000000000007,14.460615079387964
2.200100000000001,13.50446476476473
2.300100000000001,12.578499111884481
2.400100000000001,11.689118801184625
2.500100000000001,10.83826129156682
2.600100000000001,10.031156699584711
2.7001000000000013,9.25359339011853
2.8001000000000014,8.520499586601902
2.9001000000000015,7.840699528156748
3.0001000000000015,7.184249830599863
3.1001000000000016,6.577597629305976
3.2001000000000017,5.995993947333882
3.300100000000002,5.459172328628171
3.400100000000002,4.956179166531162
3.500100000000002,4.495266366353877
3.600100000000002,4.060095215966382
3.700100000000002,3.656695601971778
3.8001000000000023,3.2748200679490127
3.9001000000000023,2.9306455958844007
4.000100000000002,2.612828125709315
4.100100000000002,2.3209857349998706
4.200100000000002,2.0535563051621755
4.300100000000001,1.8092129634815883
4.400100000000001,1.586648068417376
4.500100000000001,1.3845383024408437
4.6001,1.2015504862644695
4.7001,1.0367806844654903
4.8001,0.8886928474478708
4.900099999999999,0.7564993279923795
5.000099999999999,0.6390014350522024
5.1000999999999985,0.5350765628194009
5.200099999999998,0.4438397104053406
5.300099999999998,0.3640484245014794
5.4000999999999975,0.2946757678877206
5.500099999999997,0.23531007341734395
5.600099999999997,0.18483187880064134
5.700099999999996,0.1427947579283836
5.800099999999996,0.10770542749387639
5.900099999999996,0.07888135005637913
6.000099999999995,0.05596967800558968
6.100099999999995,0.03825156391705317
6.200099999999995,0.024753753848670467
6.300099999999994,0.01483440729964982
6.400099999999994,0.008076137666415642
6.5000999999999935,0.003846613363185234
6.600099999999993,0.0013955203583933162
6.700099999999993,3.2027674485748676E-4
6.8000999999999925,1.3888889180441889E-5
6.900099999999992,-6.349793441025367E-6
7.000099999999992,-2.341227968617427E-4
7.100099999999991,-0.0011679764175799685
7.200099999999991,-0.003165084296270818
7.300099999999991,-0.00674009182875788
7.40009999999999,-0.01229838275925887
7.50009999999999,-0.02020018641567797
7.60009999999999,-0.031213724265514955
7.700099999999989,-0.04510383235269427
7.800099999999989,-0.062498047100373225
7.900099999999989,-0.08283178478483662
8.000099999999989,-0.1089994195569875
8.100099999999989,-0.13873757417794355
8.200099999999988,-0.17320580807488561
8.300099999999988,-0.21268634106743298
8.400099999999988,-0.2574444713522947
8.500099999999987,-0.30774203185903726
8.600099999999987,-0.3638276846672443
8.700099999999987,-0.42593335428729623
8.800099999999986,-0.4942865214897856
8.900099999999986,-0.5691035052051163
9.000099999999986,-0.6505656556451759
9.100099999999985,-0.7388962876704303
9.200099999999985,-0.8343868121326301
9.300099999999984,-0.9370987248544794
9.400099999999984,-1.0472086520563861
9.500099999999984,-1.1648419714258833
9.600099999999983,-1.2902527417004779
9.700099999999983,-1.4236665134318987
9.800099999999983,-1.5650929528722453
9.900099999999982,-1.7145478465031407
10.000099999999982,-1.871852385006693
10.100099999999982,-2.0382907063191915
10.200099999999981,-2.2126948974782703
10.300099999999981,-2.3963778936728573
10.40009999999998,-2.5884193692382875
10.50009999999998,-2.7889025539562753
10.60009999999998,-2.9986804765603554
10.70009999999998,-3.2194754659407305
10.80009999999998,-3.4471925134981785
10.900099999999979,-3.6856113702772944
11.000099999999978,-3.931733824340075
11.100099999999978,-4.189260897691565
11.200099999999978,-4.454080125232219
11.300099999999977,-4.726958381472992
11.400099999999977,-5.012975672919501
11.500099999999977,-5.3071183380346545
11.600099999999976,-5.610874972967658
11.700099999999976,-5.924277067032795
11.800099999999976,-6.251609931564043
11.900099999999975,-6.58566735980068
12.000099999999975,-6.929753923587626
12.100099999999975,-7.28399273597516
12.200099999999974,-7.642702695032668
12.300099999999974,-8.015637048708886
12.400099999999973,-8.398467304300036
12.500099999999973,-8.791184747063165
12.600099999999973,-9.20216249500154
12.700099999999972,-9.616857898273812
12.800099999999972,-10.042162740525558
12.900099999999972,-10.467668772449635
13.000099999999971,-10.910902010006003
13.100099999999971,-11.37485069563068
13.20009999999997,-11.841273825247443
13.30009999999997,-12.318411544632399
13.40009999999997,-12.791563000118698
13.50009999999997,-13.284745711124447
13.60009999999997,-13.805198026442842
13.700099999999969,-14.308644415373474
13.800099999999969,-14.834344240002054
13.900099999999968,-15.387973626596066
14.000099999999968,-15.918620681608205
14.100099999999967,-16.491592513485433
14.200099999999967,-17.06442922100162
14.300099999999967,-17.62093099224734
14.400099999999966,-18.209635937420916
14.500099999999966,-18.830872593908424
14.600099999999966,-19.415332644638962
14.700099999999965,-20.034948111858025
14.800099999999965,-20.665279345443516
14.900099999999965,-21.307497661652253
15.000099999999964,-21.95299529805673
15.100099999999964,-22.6441694708834
15.200099999999964,-23.31507121155562
15.300099999999963,-24.002581536203753
15.400099999999963,-24.69000194986155
15.500099999999962,-25.39748305447888
15.600099999999962,-26.112222318525404
15.700099999999962,-26.79572717793444
15.800099999999961,-27.52099814327462
15.900099999999961,-28.313308994087084
16.00009999999996,-29.06771048530238
16.100099999999962,-29.83153607560546
16.200099999999964,-30.605518088880924
16.300099999999965,-31.389644592362025
16.400099999999966,-32.18387860775288
16.500099999999968,-32.98822864056945
16.60009999999997,-33.80267007120774
16.70009999999997,-34.62718668362221
16.800099999999972,-35.461600259142195
16.900099999999973,-36.30611512846218
17.000099999999975,-37.16061012920259
17.100099999999976,-38.02528842925338
17.200099999999978,-38.899789134694785
17.30009999999998,-39.78423207800079
17.40009999999998,-40.67859740822451
17.500099999999982,-41.58286591159651
17.600099999999983,-42.49701929583244
17.700099999999985,-43.42104051877992
17.800099999999986,-44.35491416572308
17.900099999999988,-45.297631068693626
18.00009999999999,-46.25076273857622
18.10009999999999,-47.21357677279345
18.200099999999992,-48.18603141859704
18.300099999999993,-49.16967698720104
18.400099999999995,-50.161678172060476
18.500099999999996,-51.16510233631149
18.600099999999998,-52.17687710281089
18.7001,-53.198333283506244
18.8001,-54.22946658794117
18.900100000000002,-55.27027763400081
19.000100000000003,-56.31790070042037
19.100100000000005,-57.37708142168491
19.200100000000006,-58.445670170602085
19.300100000000008,-59.523615739180876
19.40010000000001,-60.61468357370637
19.50010000000001,-61.71250906935366
19.600100000000012,-62.819911431686826
19.700100000000013,-63.93691701563662
19.800100000000015,-65.05769536357413
19.900100000000016,-66.18635805452267
20.000100000000018,-67.32873300457167
20.10010000000002,-68.48748441317251
20.20010000000002,-69.65019847685213
20.300100000000022,-70.81463493081776
20.400100000000023,-71.99343215292365
20.500100000000025,-73.18959809601647
20.600100000000026,-74.38898194797443
20.700100000000027,-75.58726265258119
20.80010000000003,-76.81111539310486
20.90010000000003,-78.03773350128124
21.00010000000003,-79.26047215921422
21.100100000000033,-80.51412734587315
21.200100000000035,-81.75390022934671
21.300100000000036,-83.03847677846234
21.400100000000037,-84.30824481257801
21.50010000000004,-85.5748455842932
21.60010000000004,-86.86323309994695
21.70010000000004,-88.1598792978202
21.800100000000043,-89.48138980171612
21.900100000000045,-90.7804114605994
22.000100000000046,-92.10359757855848
22.100100000000047,-93.45491926501926
22.20010000000005,-94.79623875727414
22.30010000000005,-96.12579762718465
22.40010000000005,-97.48442049562671
22.500100000000053,-98.83187333405205
22.600100000000054,-100.22871265090497
22.700100000000056,-101.61089170585123
22.800100000000057,-103.00133625464564
22.90010000000006,-104.40009040584646
23.00010000000006,-105.80711493764326
23.10010000000006,-107.22237126989071
23.200100000000063,-108.64573204987178
23.300100000000064,-110.07725454089285
23.400100000000066,-111.51684642523077
23.500100000000067,-112.99291199828099
23.60010000000007,-114.45237507304842
23.70010000000007,-115.9202102733126
23.80010000000007,-117.39640459618957
23.900100000000073,-118.88094595715835
24.000100000000074,-120.37382321471149
24.100100000000076,-121.87502619832173
24.200100000000077,-123.3852607266604
24.30010000000008,-124.9033680659245
24.40010000000008,-126.38945289196955
24.50010000000008,-127.91887445554474
24.600100000000083,-129.45604691580417
24.700100000000084,-131.00092033698482
24.800100000000086,-132.5534430154583
24.900100000000087,-134.11356137147763
25.00010000000009,-135.68121983499174
25.10010000000009,-137.3057139207524
25.20010000000009,-138.8950425813652
25.300100000000093,-140.48990763671765
25.400100000000094,-142.09493524852587
25.500100000000096,-143.70806203892923
