X,ln
1.0E-4,-4.085500863921906
0.10010000000000001,-2.2676698982078687
0.2001,-1.6016439950024193
0.30010000000000003,-1.201482229469344
0.4001,-0.914698898179789
0.5001,-0.6925509865564988
0.6001,-0.5105316771686628
0.7001,-0.35648975709159686
0.8000999999999999,-0.2230057144260535
0.9000999999999999,-0.10524723948290014
1.0001,9.999499999998899E-5
1.1001,0.0953992291835667
1.2001000000000002,0.1824140232268801
1.3001000000000003,0.26241636398762347
1.4001000000000003,0.33660426695689205
1.5001000000000004,0.4055990988332419
1.6001000000000005,0.47018318845573076
1.7001000000000006,0.5308126366916306
1.8001000000000007,0.5876964854279693
1.9001000000000008,0.6421041672758784
2.0001000000000007,0.6934469919348781
2.1001000000000007,0.7422347149672053
2.200100000000001,0.7887507754807407
2.300100000000001,0.8332040988049068
2.400100000000001,0.8757693389915715
2.500100000000001,0.9165733758427754
2.600100000000001,0.9557749259317687
2.7001000000000013,0.993560130720657
2.8001000000000014,1.029965489181223
2.9001000000000015,1.0649350808405962
3.0001000000000015,1.0989626951625144
3.1001000000000016,1.1315998327044796
3.2001000000000017,1.1635488195806325
3.300100000000002,1.1943096067043726
3.400100000000002,1.2241800795567426
3.500100000000002,1.2529111813240705
3.600100000000002,1.2810659073708615
3.700100000000002,1.3084393990344436
3.8001000000000023,1.3354744121306537
3.9001000000000023,1.3614849784592318
4.000100000000002,1.3868189860572562
4.100100000000002,1.4115110850312198
4.200100000000002,1.4356078996278332
4.300100000000001,1.4591374560207364
4.400100000000001,1.482125044443718
4.500100000000001,1.5045937094280273
4.6001,1.5265793519153843
4.7001,1.5480875780814713
4.8001,1.5691454928214255
4.900099999999999,1.5897733885181766
5.000099999999999,1.609950374514696
5.1000999999999985,1.629746059781007
5.200099999999998,1.6491527029314759
5.300099999999998,1.6681826583337276
5.4000999999999975,1.6869385939781114
5.500099999999997,1.7053026104626743
5.600099999999997,1.7233445964259815
5.700099999999996,1.7409469383286225
5.800099999999996,1.7583148621022269
5.900099999999996,1.7755098149066268
6.000099999999995,1.7923429895241316
6.100099999999995,1.8087534696227312
6.200099999999995,1.82498073812824
6.300099999999994,1.8411363296661492
6.400099999999994,1.8569301314070155
6.5000999999999935,1.872208974625544
6.600099999999993,1.8876913926594163
6.700099999999993,1.9025096083385438
6.8000999999999925,1.9175622973119881
6.900099999999992,1.9318878742909287
7.000099999999992,1.9462939697102817
7.100099999999991,1.9607844437940303
7.200099999999991,1.9744491145417071
7.300099999999991,1.988205611164775
7.40009999999999,2.001823021877634
7.50009999999999,2.0152158832788105
7.60009999999999,2.0288580312385323
7.700099999999989,2.0419459593625557
7.800099999999989,2.054868737828591
7.900099999999989,2.067133829677341
8.000099999999989,2.080203479476507
8.100099999999989,2.0926258512232523
